IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD,address,path
bnUSD,0.0,0.0,134406.10262695682,1134.0,,,cx0000000000000000000000000000000000000088,
sICX,12726.0,1462812.8069547173,459399.1832462083,279.0,0.08400428016993083,38591.49769925188,cx2609b924e33ef00b648a409245c7ea394c467824,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824']"
BST,606.0,8.207320851295481,21.01486651317721,183.0,1.0191156872085272,21.416580128172058,cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cxf14dea1cff7ceb29a46e6d04533a08f84441e41d']"
SUI,110.0,167151.69332764013,10636.08997641,138.0,1.8144308373114684,19298.44964161771,cx508002ec116fbf3ab406329c0df28e70d7e75fb3,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx508002ec116fbf3ab406329c0df28e70d7e75fb3']"
wICX,12726.0,1462812.8069547173,410451.3129479335,122.0,0.08400428016993083,34479.66708899417,cx2609b924e33ef00b648a409245c7ea394c467824,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824']"
AVAX,146.0,203084.0148868577,1263.9467382335006,113.0,15.158300209425493,19159.28410686754,cx66a031cc3bd305c76371fb586e93801b948254f0,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx66a031cc3bd305c76371fb586e93801b948254f0']"
INJ,97.0,144755.07819495603,2425.8705848925742,104.0,5.389520997032062,13074.28045336098,cx4297f4b63262507623b6ad575d0d8dd2db980e4e,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx4297f4b63262507623b6ad575d0d8dd2db980e4e']"
$unknown,,,0.0,84.0,,,,
BTC,114.0,597908.6926042463,0.057026477036187746,47.0,96975.38673126009,5530.16466450563,cx07b184a37f03c6ab681fcbd0b45aec6dc3eafbeb,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx07b184a37f03c6ab681fcbd0b45aec6dc3eafbeb']"
ETH,246.0,500777.7805206017,1.1282631896859476,36.0,3311.3273715848964,3736.0487823587605,cx288d13e1b63563459a2ac6179f237711f6851cb5,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx288d13e1b63563459a2ac6179f237711f6851cb5']"
BALN,16918.0,107624.79146512032,145708.4370347707,33.0,0.04248000130996099,6189.694596109428,cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cxf61cd5a45dc9f91c15aa65831a30a90d59a09619']"
BNB,101.0,229719.4782515369,4.503879555766054,22.0,950.6668866895815,4281.68915530497,cx2d552c485ec8bcaa75aac02424e2aca6ffdb2f1b,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx2d552c485ec8bcaa75aac02424e2aca6ffdb2f1b']"
XLM,44.0,70760.23216699134,17048.3012976,21.0,0.23233014286622958,3960.834276097935,cx518f64edcd35db9044a2de63fdc10abfd5f7d611,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx518f64edcd35db9044a2de63fdc10abfd5f7d611']"
CROWN,1374.0,1152.0541913076427,2776.7999999999997,15.0,0.00024861742135203147,0.6903608556103209,cx28b2ec885b50c8a93da752f2d0467a67127a70e8,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx28b2ec885b50c8a93da752f2d0467a67127a70e8']"
HVH,186.0,16515.970170386077,6929924.0,6.0,0.0002569402114609315,1780.5761379681842,cxe2da9f10bc6e2754347bde2ef73379bd398fd9f3,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cxe2da9f10bc6e2754347bde2ef73379bd398fd9f3']"
USDT,33.0,0.0,2991.0,6.0,,,cx16f3cb9f09f5cdd902cf07aa752c8b3bd1bc9609,
BTCB,188.0,2789.387957086702,0.000183231432449964,5.0,65077.98456493921,11.924332332790458,cx5b5a03cb525a1845d0af3a872d525b18a810acb0,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx5b5a03cb525a1845d0af3a872d525b18a810acb0']"
ICX,,,,,,,,
ICX,,,,,0.059694075,,,
