IRC Token,holders,liquidity,Amount,No. of Transactions,Price in USD,Value Transferred in USD,address,path
bnUSD,0.0,0.0,508333.4319660994,1475.0,,,cx0000000000000000000000000000000000000088,
sICX,12726.0,1462812.8069547173,3640717.706064431,497.0,0.07792173803005384,283691.05133333115,cx2609b924e33ef00b648a409245c7ea394c467824,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824']"
wICX,12726.0,1462812.8069547173,3514938.3177413014,255.0,0.07792173803005384,273890.1027868358,cx2609b924e33ef00b648a409245c7ea394c467824,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824']"
SUI,110.0,167151.69332764013,25272.646097443,215.0,1.589470821672406,40170.13355833865,cx508002ec116fbf3ab406329c0df28e70d7e75fb3,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx508002ec116fbf3ab406329c0df28e70d7e75fb3']"
BST,606.0,8.207320851295481,19.251124672816587,185.0,1.1221307361376147,21.602278700584673,cxf14dea1cff7ceb29a46e6d04533a08f84441e41d,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cxf14dea1cff7ceb29a46e6d04533a08f84441e41d']"
ETH,246.0,500777.7805206017,16.448654787012,126.0,2911.2430793785097,47886.03241377488,cx288d13e1b63563459a2ac6179f237711f6851cb5,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx288d13e1b63563459a2ac6179f237711f6851cb5']"
AVAX,146.0,203084.0148868577,1933.9510887234517,104.0,14.060725185793066,27192.754781305757,cx66a031cc3bd305c76371fb586e93801b948254f0,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx66a031cc3bd305c76371fb586e93801b948254f0']"
INJ,97.0,144755.07819495603,1886.8374968539783,71.0,5.1786176269881885,9771.209920470283,cx4297f4b63262507623b6ad575d0d8dd2db980e4e,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx4297f4b63262507623b6ad575d0d8dd2db980e4e']"
BTC,114.0,597908.6926042463,0.07852263854674958,71.0,91808.817178823,7209.070566737331,cx07b184a37f03c6ab681fcbd0b45aec6dc3eafbeb,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx07b184a37f03c6ab681fcbd0b45aec6dc3eafbeb']"
$unknown,,,0.0,65.0,,,,
BALN,16918.0,107624.79146512032,31488.448221123268,45.0,0.041794434159691925,1316.0418759686047,cxf61cd5a45dc9f91c15aa65831a30a90d59a09619,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cxf61cd5a45dc9f91c15aa65831a30a90d59a09619']"
BNB,101.0,229719.4782515369,6.813788094843893,33.0,916.8518089399847,6247.2339404913555,cx2d552c485ec8bcaa75aac02424e2aca6ffdb2f1b,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx2d552c485ec8bcaa75aac02424e2aca6ffdb2f1b']"
XLM,44.0,70760.23216699134,14283.088581,31.0,0.23027879719772767,3289.092458701279,cx518f64edcd35db9044a2de63fdc10abfd5f7d611,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx518f64edcd35db9044a2de63fdc10abfd5f7d611']"
CROWN,1374.0,1152.0541913076427,1680.8,15.0,0.00023699031033394782,0.39833331360929947,cx28b2ec885b50c8a93da752f2d0467a67127a70e8,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx28b2ec885b50c8a93da752f2d0467a67127a70e8']"
USDT,33.0,0.0,7477.5,15.0,,,cx16f3cb9f09f5cdd902cf07aa752c8b3bd1bc9609,
USDC,107.0,1.0216264824502868,849.23511,6.0,0.970894312552815,824.5175383191641,cx22319ac7f412f53eabe3c9827acf5e27e9c6a95f,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx88fd7df7ddff82f7cc735c871dc519838cb235bb', 'cx22319ac7f412f53eabe3c9827acf5e27e9c6a95f']"
BTCB,188.0,2789.387957086702,0.000133816460587354,5.0,61523.53463560022,8.232861647759504,cx5b5a03cb525a1845d0af3a872d525b18a810acb0,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx5b5a03cb525a1845d0af3a872d525b18a810acb0']"
OMM,14086.0,1357.4545786844128,95818.1473521602,4.0,8.671963794185227e-05,8.309315046638384,cx1a29259a59f463a67bb2ef84398b30ca56b5830a,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx1a29259a59f463a67bb2ef84398b30ca56b5830a']"
IUSDC,5616.0,9452.778452806495,54.082555,3.0,0.1551335204684298,8.39001715307748,cxae3034235540b924dfcc1b45836c293dcc82bfb7,"['ICX', 'cx2609b924e33ef00b648a409245c7ea394c467824', 'cx1a29259a59f463a67bb2ef84398b30ca56b5830a', 'cxae3034235540b924dfcc1b45836c293dcc82bfb7']"
ICX,,,,,,,,
ICX,,,,,0.0557,,,
